9.3385,-9.0497,-0.2888,787.0507,-808.3258,21.2826
9.4929,-8.8711,-0.6218,801.6685,-794.0333,-7.6139
9.6380,-8.6838,-0.9542,815.5319,-778.9991,-36.5005
9.7733,-8.4877,-1.2856,828.6216,-763.2318,-65.3514
9.8988,-8.2830,-1.6158,840.9076,-746.7285,-94.1404
10.0145,-8.0701,-1.9444,852.3705,-729.4971,-122.8400
10.1205,-7.8494,-2.2711,863.0072,-711.5615,-151.4221
10.2166,-7.6210,-2.5956,872.8176,-692.9476,-179.8586
10.3027,-7.3851,-2.9176,881.7884,-673.6671,-208.1217
10.3785,-7.1417,-3.2368,889.8904,-653.7152,-236.1840
10.4439,-6.8911,-3.5528,897.0912,-633.0843,-264.0187
10.4991,-6.6337,-3.8653,903.3736,-611.7827,-291.5996
10.5440,-6.3699,-4.1740,908.7422,-589.8412,-318.9010
10.5786,-6.0998,-4.4787,913.2088,-567.2991,-345.8976
10.6026,-5.8235,-4.7789,916.7728,-544.1827,-372.5645
10.6160,-5.5413,-5.0745,919.4191,-520.5045,-398.8768
10.6188,-5.2535,-5.3651,921.1349,-496.2798,-424.8083
10.6112,-4.9606,-5.6505,921.9234,-471.5409,-450.3314
10.5932,-4.6628,-5.9302,921.8004,-446.3320,-475.4182
10.5649,-4.3606,-6.2042,920.7800,-420.6935,-500.0413
10.5261,-4.0540,-6.4720,918.8613,-394.6497,-524.1737
10.4768,-3.7433,-6.7335,916.0293,-368.2101,-547.7890
10.4173,-3.4289,-6.9883,912.2700,-341.3856,-570.8613
10.3476,-3.1113,-7.2362,907.5869,-314.2042,-593.3653
10.2679,-2.7910,-7.4769,901.9992,-286.7092,-615.2768
10.1782,-2.4679,-7.7102,895.5242,-258.9398,-636.5737
10.0784,-2.1424,-7.9359,888.1651,-230.9202,-657.2360
9.9685,-1.8146,-8.1537,879.9199,-202.6686,-677.2443
9.8487,-1.4851,-8.3635,870.7964,-174.2133,-696.5788
9.7194,-1.1543,-8.5649,860.8196,-145.5984,-715.2199
9.5805,-0.8225,-8.7579,850.0224,-116.8752,-733.1486
9.4323,-0.4900,-8.9422,838.4309,-88.0865,-750.3472
9.2746,-0.1568,-9.1177,826.0534,-59.2566,-766.7991
9.1076,0.1766,-9.2841,812.8868,-30.3986,-782.4882
8.9317,0.5098,-9.4414,798.9340,-1.5312,-797.3988
8.7471,0.8423,-9.5894,784.2115,27.3127,-811.5158
8.5540,1.1738,-9.7278,768.7398,56.0980,-824.8257
8.3525,1.5042,-9.8567,752.5277,84.8028,-837.3171
8.1425,1.8333,-9.9759,735.5716,113.4195,-848.9802
7.9244,2.1607,-10.0852,717.8684,141.9410,-859.8055
7.6985,2.4859,-10.1845,699.4289,170.3475,-869.7833
7.4650,2.8087,-10.2738,680.2807,198.6040,-878.9044
7.2241,3.1287,-10.3529,660.4573,226.6712,-887.1609
6.9760,3.4457,-10.4219,639.9836,254.5192,-894.5456
6.7208,3.7597,-10.4805,618.8715,282.1315,-901.0524
6.4588,4.0700,-10.5289,597.1321,309.4923,-906.6749
6.1904,4.3763,-10.5668,574.7882,336.5728,-911.4071
5.9161,4.6782,-10.5944,551.8728,363.3334,-915.2435
5.6359,4.9755,-10.6115,528.4146,389.7393,-918.1801
5.3501,5.2680,-10.6182,504.4284,415.7702,-920.2140
5.0589,5.5553,-10.6143,479.9193,441.4157,-921.3421
4.7627,5.8372,-10.6000,454.8971,466.6621,-921.5615
4.4620,6.1132,-10.5753,429.3861,491.4831,-920.8713
4.1569,6.3830,-10.5401,403.4248,515.8418,-919.2728
3.8479,6.6465,-10.4946,377.0528,539.7029,-916.7688
3.5349,6.9036,-10.4386,350.2993,563.0419,-913.3626
3.2184,7.1539,-10.3724,323.1877,585.8411,-909.0575
2.8987,7.3971,-10.2959,295.7489,608.0749,-903.8572
2.5763,7.6329,-10.2093,268.0272,629.7046,-897.7667
2.2514,7.8611,-10.1127,240.0713,650.6877,-890.7926
1.9244,8.0815,-10.0060,211.9205,670.9922,-882.9426
1.5955,8.2940,-9.8896,183.5989,690.6010,-874.2244
1.2651,8.4982,-9.7634,155.1222,709.5047,-864.6455
0.9334,8.6940,-9.6275,126.5101,727.6906,-854.2136
0.6011,8.8811,-9.4822,97.7935,745.1371,-842.9387
0.2682,9.0593,-9.3275,69.0077,761.8207,-830.8323
-0.0648,9.2285,-9.1637,40.1796,777.7276,-817.9071
-0.3979,9.3886,-8.9908,11.3249,792.8556,-804.1760
-0.7307,9.5396,-8.8090,-17.5412,807.2031,-789.6523
-1.0627,9.6811,-8.6184,-46.3919,820.7565,-774.3497
-1.3936,9.8130,-8.4194,-75.1888,833.4916,-758.2829
